"Date","Country/Location","Rating","Author","Title","Body","Image links","Image Video Links","Verified Purchase","URL","Helpful count","Variation information","Styles"
"11/17/2022","United States 🇺🇸 ","5","Dianne","Fun game","Such a fun game","","","true","https://www.amazon.com/gp/customer-reviews/RYLIFSWKANUQ3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/16/2022","United States 🇺🇸 ","4","cory","Cool game","Ya fun game worth the money","","","true","https://www.amazon.com/gp/customer-reviews/RH7WUD3MQXUOU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/15/2022","United States 🇺🇸 ","5","petitt","great game","great game","","","true","https://www.amazon.com/gp/customer-reviews/R1AQ4004SX2VO6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/13/2022","United States 🇺🇸 ","1","eltegro ingram","No game","Got the case but no video game. Empty case no video game. SMH","","","true","https://www.amazon.com/gp/customer-reviews/R2W44OP561O3GP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/13/2022","United States 🇺🇸 ","5","Jersey & Aaron Denney","NO NEW races! Still an amazing game!","Maybe I’m just a dummy but was really looking forward to new races! I already own all of these races from Mario kart on the WiiU. Just in case you didn’t know, heads up that the new races will cost extra money. Besides that it’s amazing! Great quality and nice to have Mario kart on the switch.","","","true","https://www.amazon.com/gp/customer-reviews/R3SXFRH7JGS44N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/09/2022","United States 🇺🇸 ","5","Vegetable Gremlin","One of the best games there is","Mario Kart is a must have for any Nintendo gaming console. You just need to have this if you have a family. You don't get bored, you do get a lot content from this. You will never go wrong with getting this.","","","true","https://www.amazon.com/gp/customer-reviews/R1OHUA19NWBNSN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/09/2022","United States 🇺🇸 ","5","stephanie","LOVE!","I wish I had the new maps but being my first system and learning how to play games (my brother never let me play as a kid so i never learned how to use controllers) this was the best choice!  I bought a set of steering wheels and its quite addictive trying to get trophies... definitely some hype","","","true","https://www.amazon.com/gp/customer-reviews/R39WKVQ4X6BHYK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/05/2022","United States 🇺🇸 ","5","Veto ","Instant Classic","I don't like car games but I've put an embarrassing amount of time into this game, and enjoyed every moment. Fun to play with friends aswell. 10/10","","","true","https://www.amazon.com/gp/customer-reviews/R2IVQP9G127O87/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"11/04/2022","United States 🇺🇸 ","5","Franklin","Mario!","Fun game for the switch! Kids love it.!","","","true","https://www.amazon.com/gp/customer-reviews/R1XBNFP8YLE060/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"10/30/2022","United States 🇺🇸 ","5","Mary🦋","Mariokart 8 deluxe","Very fun game, different characters to pick from , different vehicles to use . There different backgrounds scenes,different tracks","","","false","https://www.amazon.com/gp/customer-reviews/R1JBUFSXLKQF0U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"10/23/2022","United States 🇺🇸 ","4","A Stos","Great game","Great game to play with others. Play with my son and daughter over the internet to staybin touch and have fun.","","","true","https://www.amazon.com/gp/customer-reviews/RX1L386K5STLP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"10/16/2022","United States 🇺🇸 ","5","zhaoxin","I wish the DLC could be updated for free","I wish the DLC could be updated for free","","","true","https://www.amazon.com/gp/customer-reviews/R2CPRVMAZ2D9PC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"10/15/2022","United States 🇺🇸 ","5","LiVoanah","A fun game","Now I understand as to why this game is ranked the GREATEST GAME OF ALL TIME on the Nintendo Switch","","","true","https://www.amazon.com/gp/customer-reviews/R1MKBX8WD34Z03/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","3","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"10/12/2022","United States 🇺🇸 ","5","Daniel Alamo","Best for friends","The game is easy dudes. We all love it","","","true","https://www.amazon.com/gp/customer-reviews/R3PL8QNI265W7X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"10/11/2022","United States 🇺🇸 ","5","Seventh Hokage Naruto","It arrived on time and it was a great price to buy from.","I like that it came with no scratches and sealed in good condition.","","","true","https://www.amazon.com/gp/customer-reviews/R3HI6ZE4G26LJ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"10/06/2022","United States 🇺🇸 ","5","Tim Gibbs","Great race game","Great race game","","","true","https://www.amazon.com/gp/customer-reviews/R2BY9FYZN861RA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/30/2022","United States 🇺🇸 ","1","Dang Tran","Item Never Arrived","This is such a good game for family, too bad I never not the game. It never arrived and I did not have the option to replace it. Now it's too late to buy it again. So disappointing.","","","true","https://www.amazon.com/gp/customer-reviews/R1ZDAECTBPE7LL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/29/2022","United States 🇺🇸 ","5","Tecantolalala","I recommend you.","I recommend you.","","","true","https://www.amazon.com/gp/customer-reviews/R16XZJ4JASNANL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/27/2022","United States 🇺🇸 ","4","Agustin C.","Good","Good","","","true","https://www.amazon.com/gp/customer-reviews/R33P01QV3XYYQM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/24/2022","United States 🇺🇸 ","5","James R.","Awesome","Difficulty levels for all ages & skill levels. Fun for the whole family.","","","true","https://www.amazon.com/gp/customer-reviews/R1GSSLGUCDMPU5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/17/2022","United States 🇺🇸 ","5","Nicholas Adam Faudoa","Fun game","I love beating all my friends at Mario kart lol","","","true","https://www.amazon.com/gp/customer-reviews/R9AP495NXW82M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/17/2022","United States 🇺🇸 ","5","Niesha blalock","Great game","I love this game and my son loves this game. He loves his switch and we love the games they come out.","","","true","https://www.amazon.com/gp/customer-reviews/R3B2RFGU48FWYQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/16/2022","United States 🇺🇸 ","5","Aidan Fletcher","Nostalgia","Excellent game that brings back a lot of fond memories. Gameplay is smooth and the tracks are fun but challenging.","","","true","https://www.amazon.com/gp/customer-reviews/R2L7AW2TPVHOPE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/15/2022","United States 🇺🇸 ","1","Adi","The control was broken","The product is good but one of the consoles was broken and I couldn’t fix it. So will have to buy a new one to start playing","","","true","https://www.amazon.com/gp/customer-reviews/R3RAY73IWDNJK2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/15/2022","United States 🇺🇸 ","5","Arobe71","Perfect for family fun!","Every time we play my family and I have hours of fun playing this game.","","","true","https://www.amazon.com/gp/customer-reviews/R38KF00U0WRY6L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","3","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/14/2022","United States 🇺🇸 ","4","Fyre","Bomb","What can you say about Mario kart that hasn't already been said? Awesome game. Hours of happiness. Didn't come with the booklet though 🤔","","","true","https://www.amazon.com/gp/customer-reviews/R12AWD2OZVQG4K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/12/2022","United States 🇺🇸 ","5","Amazon Customer","It's Mario Kart","Press A just as the 2 starts to disappear to get a speed boost.","","","true","https://www.amazon.com/gp/customer-reviews/R24IMKTQO1N4GT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/07/2022","United States 🇺🇸 ","5","Jesus","These nutz","The best game ever","","","true","https://www.amazon.com/gp/customer-reviews/R33N5GD1XSY0CZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/07/2022","United States 🇺🇸 ","5","Kelly","👍","👍","","","true","https://www.amazon.com/gp/customer-reviews/R514C0UD3NPH6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"09/04/2022","United States 🇺🇸 ","4","Heli","Great game lots of fun","Daughter loves game and plays forever. I recommend this game fun to play.","","","true","https://www.amazon.com/gp/customer-reviews/RYWMQAS63X24C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/31/2022","United States 🇺🇸 ","5","SHAWN","Gift 4 daughter","She loves it","","","true","https://www.amazon.com/gp/customer-reviews/RR82XN0RPUX1S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/31/2022","United States 🇺🇸 ","5","Jacob Clement","Great!","This game is very interesting.I love it.I have a great time with my friend!","https://m.media-amazon.com/images/I/51qqOq7uCAL._SY1600.jpg, https://m.media-amazon.com/images/I/619vmObsC1L._SY1600.jpg","","false","https://www.amazon.com/gp/customer-reviews/R3GVQC2GP2L3DB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/31/2022","United States 🇺🇸 ","5","Carden A.","What can I say?","It is Mario Kart with everything the wii u has and more.","","","true","https://www.amazon.com/gp/customer-reviews/R10IJPH752KGM4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/30/2022","United States 🇺🇸 ","5","Dory Thomas","Kids love it","What a great game for kids and adults. Worth the money to buy","","","true","https://www.amazon.com/gp/customer-reviews/R3T8PY2S6183P0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/30/2022","United States 🇺🇸 ","5","Keni","Must have","Another must have collection when playing Nintendo. Really fun and it's still the original mario kart racing games.","","","true","https://www.amazon.com/gp/customer-reviews/R3O8AON5X2FCW3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/28/2022","United States 🇺🇸 ","4","Gabo","Good game","Good game. Entertaining.","","","true","https://www.amazon.com/gp/customer-reviews/R3F7HYF1RM3912/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/26/2022","United States 🇺🇸 ","5","Jessica","Fun!","Great quality! My family and I have had a blast!","","","true","https://www.amazon.com/gp/customer-reviews/R3OLY19O9S7PO0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","6","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/26/2022","United States 🇺🇸 ","5","Star","Loved this game so much","Having fun with it","","","true","https://www.amazon.com/gp/customer-reviews/R1K3GCJ7RGGONF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/25/2022","United States 🇺🇸 ","5","Jeremy Hafen","It’s a Video Game - what could go wrong?","Nostalgic with some added graphic flair !","","","true","https://www.amazon.com/gp/customer-reviews/R2XUXLW89BTZO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","4","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/23/2022","United States 🇺🇸 ","1","Lock master","Repetitive","Becomes repetitive boring nice graphics","","","true","https://www.amazon.com/gp/customer-reviews/R2LD8ZWKRTLCB9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/20/2022","United States 🇺🇸 ","1","Selene ","Waste of time","From now on all my game purchases will be digital. I received the game without any cartridge. I will not be purchasing any physical copy of a nintendo switch game every again. I see why the physical copy it cheaper now","","","true","https://www.amazon.com/gp/customer-reviews/RACVKWE0THSLD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/20/2022","United States 🇺🇸 ","5","Claudia Wright","He liked it","Lots of fun","","","true","https://www.amazon.com/gp/customer-reviews/R2BR2KRNJR5OP8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/18/2022","United States 🇺🇸 ","5","Raymond Kinsley III","ok product","daughter loves","","","true","https://www.amazon.com/gp/customer-reviews/R2NRDXNXHBE4OG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/18/2022","United States 🇺🇸 ","5","Andrés Murillo","Sin novedad.","Llegó lo anunciado, bien empacado.","","","true","https://www.amazon.com/gp/customer-reviews/R69QNTJD9HU4J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/15/2022","United States 🇺🇸 ","5","Christian Cañizares","llego lo que estaba publicado y sin ningún inconveniente","llego lo que estaba publicado y sin ningún inconveniente","","","true","https://www.amazon.com/gp/customer-reviews/R3BN5FASL0ZYEE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/13/2022","United States 🇺🇸 ","4","Bradley ","Fun fun","Only wish the game, wasn't more money to get the expansion, as Mario cart never goes down in price to much","","","true","https://www.amazon.com/gp/customer-reviews/R3TE3NXRUG4MNA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/13/2022","United States 🇺🇸 ","1","Louie W.","Fine for multiplayer against friends, crappy system vs. the computer","If you're in the lead, you'll mysteriously get hit with multiple items and blue shells galore.  If the computer is in the lead, those items don't make an appearance much.  Fustrating as AF","","","false","https://www.amazon.com/gp/customer-reviews/RJV56SHW2RJYD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"08/12/2022","United States 🇺🇸 ","5","Kevin A. Barlow","her switch","used for gaming. my daughter thinks it's the bomb","","","true","https://www.amazon.com/gp/customer-reviews/R23Q6MOKHUPGE0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
